"Date Printed: Tuesday, November 14, 2023 1:25:46 PM",,,,,,,,,
"Title: ""Chlamydia | Gonorrhea | HIV diagnoses | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | Alabama | Alaska | American Samoa | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Guam | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Northern Mariana Islands | Ohio | Oklahoma | Oregon | Pennsylvania | Puerto Rico | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | U.S. Virgin Islands | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | Male | 13-24 | 25-34 | 35-44 | 45-54 | 55+""""",,,,,,,,,
Footnote(s): Data for 2022 and 2023 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Data by transmission category presented based on assigned sex at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,
The 'Sex' column is used for either sex at birth or gender identity.,,,,,,,,,
NA - Not applicable.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
Gonorrhea,2020 (COVID-19 Pandemic),Wisconsin,55,35-44,All races/ethnicities,Male,788,209.6,"375,980"
Gonorrhea,2020 (COVID-19 Pandemic),Wisconsin,55,25-34,All races/ethnicities,Male,"2,057",543.6,"378,371"
Gonorrhea,2020 (COVID-19 Pandemic),Wisconsin,55,13-24,All races/ethnicities,Male,"2,020",424.6,"475,700"
Gonorrhea,2019,Wisconsin,55,55+,All races/ethnicities,Female,33,3.4,"968,466"
Gonorrhea,2019,Wisconsin,55,45-54,All races/ethnicities,Female,106,29.7,"356,522"
Gonorrhea,2019,Wisconsin,55,35-44,All races/ethnicities,Female,349,99,"352,372"
Gonorrhea,2019,Wisconsin,55,25-34,All races/ethnicities,Female,"1,210",335.4,"360,715"
Gonorrhea,2019,Wisconsin,55,13-24,All races/ethnicities,Female,"2,439",543.7,"448,585"
Gonorrhea,2019,Wisconsin,55,55+,All races/ethnicities,Male,213,24.4,"871,795"
Gonorrhea,2019,Wisconsin,55,45-54,All races/ethnicities,Male,353,98.4,"358,687"
Gonorrhea,2019,Wisconsin,55,35-44,All races/ethnicities,Male,683,189.4,"360,703"
Gonorrhea,2019,Wisconsin,55,25-34,All races/ethnicities,Male,"1,683",442.3,"380,507"
Gonorrhea,2019,Wisconsin,55,13-24,All races/ethnicities,Male,"1,761",377,"467,149"
Gonorrhea,2018,Wisconsin,55,55+,All races/ethnicities,Female,20,2.1,"950,045"
Gonorrhea,2018,Wisconsin,55,45-54,All races/ethnicities,Female,82,22.3,"367,577"
Gonorrhea,2018,Wisconsin,55,35-44,All races/ethnicities,Female,273,78.5,"347,748"
Gonorrhea,2018,Wisconsin,55,25-34,All races/ethnicities,Female,"1,117",311.1,"359,078"
Gonorrhea,2018,Wisconsin,55,13-24,All races/ethnicities,Female,"2,167",479.7,"451,720"
Gonorrhea,2018,Wisconsin,55,55+,All races/ethnicities,Male,189,22.1,"853,832"
Gonorrhea,2018,Wisconsin,55,45-54,All races/ethnicities,Male,295,79.9,"369,218"
Gonorrhea,2018,Wisconsin,55,35-44,All races/ethnicities,Male,530,148.7,"356,401"
Gonorrhea,2018,Wisconsin,55,25-34,All races/ethnicities,Male,"1,444",382.3,"377,755"
Gonorrhea,2018,Wisconsin,55,13-24,All races/ethnicities,Male,"1,744",371.6,"469,384"
Chlamydia,2021,Wisconsin,55,55+,All races/ethnicities,Female,48,4.9,"980,235"
Chlamydia,2021,Wisconsin,55,45-54,All races/ethnicities,Female,182,52.8,"344,491"
Chlamydia,2021,Wisconsin,55,35-44,All races/ethnicities,Female,946,258.6,"365,841"
Chlamydia,2021,Wisconsin,55,25-34,All races/ethnicities,Female,"4,766",1326.6,"359,261"
Chlamydia,2021,Wisconsin,55,13-24,All races/ethnicities,Female,"12,659",2754.7,"459,541"
Chlamydia,2021,Wisconsin,55,55+,All races/ethnicities,Male,141,15.6,"906,579"
Chlamydia,2021,Wisconsin,55,45-54,All races/ethnicities,Male,274,76.8,"356,671"
Chlamydia,2021,Wisconsin,55,35-44,All races/ethnicities,Male,855,225,"380,041"
Chlamydia,2021,Wisconsin,55,25-34,All races/ethnicities,Male,"2,943",778,"378,296"
Chlamydia,2021,Wisconsin,55,13-24,All races/ethnicities,Male,"4,977",1041,"478,110"
Chlamydia,2020 (COVID-19 Pandemic),Wisconsin,55,55+,All races/ethnicities,Female,55,5.7,"969,304"
Chlamydia,2020 (COVID-19 Pandemic),Wisconsin,55,45-54,All races/ethnicities,Female,140,39.9,"351,213"
Chlamydia,2020 (COVID-19 Pandemic),Wisconsin,55,35-44,All races/ethnicities,Female,907,250.7,"361,847"
Chlamydia,2020 (COVID-19 Pandemic),Wisconsin,55,25-34,All races/ethnicities,Female,"4,255",1182.2,"359,935"
Chlamydia,2020 (COVID-19 Pandemic),Wisconsin,55,13-24,All races/ethnicities,Female,"12,643",2762.6,"457,649"
Chlamydia,2020 (COVID-19 Pandemic),Wisconsin,55,55+,All races/ethnicities,Male,115,12.8,"895,860"
Chlamydia,2020 (COVID-19 Pandemic),Wisconsin,55,45-54,All races/ethnicities,Male,238,65.5,"363,205"
Chlamydia,2020 (COVID-19 Pandemic),Wisconsin,55,35-44,All races/ethnicities,Male,796,211.7,"375,980"
Chlamydia,2020 (COVID-19 Pandemic),Wisconsin,55,25-34,All races/ethnicities,Male,"2,714",717.3,"378,371"
Chlamydia,2020 (COVID-19 Pandemic),Wisconsin,55,13-24,All races/ethnicities,Male,"4,623",971.8,"475,700"
Chlamydia,2019,Wisconsin,55,55+,All races/ethnicities,Female,58,6,"968,466"
Chlamydia,2019,Wisconsin,55,45-54,All races/ethnicities,Female,178,49.9,"356,522"
Chlamydia,2019,Wisconsin,55,35-44,All races/ethnicities,Female,938,266.2,"352,372"
Chlamydia,2019,Wisconsin,55,25-34,All races/ethnicities,Female,"4,554",1262.5,"360,715"
Chlamydia,2019,Wisconsin,55,13-24,All races/ethnicities,Female,"13,629",3038.2,"448,585"
Chlamydia,2019,Wisconsin,55,55+,All races/ethnicities,Male,134,15.4,"871,795"
Chlamydia,2019,Wisconsin,55,45-54,All races/ethnicities,Male,280,78.1,"358,687"
Chlamydia,2019,Wisconsin,55,35-44,All races/ethnicities,Male,849,235.4,"360,703"
Chlamydia,2019,Wisconsin,55,25-34,All races/ethnicities,Male,"3,037",798.1,"380,507"
Chlamydia,2019,Wisconsin,55,13-24,All races/ethnicities,Male,"5,380",1151.7,"467,149"
Chlamydia,2018,Wisconsin,55,55+,All races/ethnicities,Female,43,4.5,"950,045"
Chlamydia,2018,Wisconsin,55,45-54,All races/ethnicities,Female,157,42.7,"367,577"
Chlamydia,2018,Wisconsin,55,35-44,All races/ethnicities,Female,830,238.7,"347,748"
Chlamydia,2018,Wisconsin,55,25-34,All races/ethnicities,Female,"4,507",1255.2,"359,078"
Chlamydia,2018,Wisconsin,55,13-24,All races/ethnicities,Female,"13,059",2891,"451,720"
Chlamydia,2018,Wisconsin,55,55+,All races/ethnicities,Male,105,12.3,"853,832"
Chlamydia,2018,Wisconsin,55,45-54,All races/ethnicities,Male,269,72.9,"369,218"
Chlamydia,2018,Wisconsin,55,35-44,All races/ethnicities,Male,750,210.4,"356,401"
Chlamydia,2018,Wisconsin,55,25-34,All races/ethnicities,Male,"3,030",802.1,"377,755"
Chlamydia,2018,Wisconsin,55,13-24,All races/ethnicities,Male,"5,223",1112.7,"469,384"
HIV diagnoses,2021,Wisconsin,55,55+,All races/ethnicities,Female,5,0.5,"980,235"
HIV diagnoses,2021,Wisconsin,55,45-54,All races/ethnicities,Female,10,2.9,"344,491"
HIV diagnoses,2021,Wisconsin,55,35-44,All races/ethnicities,Female,6,1.6,"365,841"
HIV diagnoses,2021,Wisconsin,55,25-34,All races/ethnicities,Female,15,4.2,"359,261"
HIV diagnoses,2021,Wisconsin,55,13-24,All races/ethnicities,Female,6,1.3,"459,541"
HIV diagnoses,2021,Wisconsin,55,55+,All races/ethnicities,Male,15,1.7,"906,579"
HIV diagnoses,2021,Wisconsin,55,45-54,All races/ethnicities,Male,22,6.2,"356,671"
HIV diagnoses,2021,Wisconsin,55,35-44,All races/ethnicities,Male,39,10.3,"380,041"
HIV diagnoses,2021,Wisconsin,55,25-34,All races/ethnicities,Male,89,23.5,"378,296"
HIV diagnoses,2021,Wisconsin,55,13-24,All races/ethnicities,Male,46,9.6,"478,110"
HIV diagnoses,2020 (COVID-19 Pandemic),Wisconsin,55,55+,All races/ethnicities,Female,10,1,"969,304"
HIV diagnoses,2020 (COVID-19 Pandemic),Wisconsin,55,45-54,All races/ethnicities,Female,5,1.4,"351,213"
HIV diagnoses,2020 (COVID-19 Pandemic),Wisconsin,55,35-44,All races/ethnicities,Female,11,3,"361,847"
HIV diagnoses,2020 (COVID-19 Pandemic),Wisconsin,55,25-34,All races/ethnicities,Female,13,3.6,"359,935"
HIV diagnoses,2020 (COVID-19 Pandemic),Wisconsin,55,13-24,All races/ethnicities,Female,4,0.9,"457,649"
HIV diagnoses,2020 (COVID-19 Pandemic),Wisconsin,55,55+,All races/ethnicities,Male,10,1.1,"895,860"
HIV diagnoses,2020 (COVID-19 Pandemic),Wisconsin,55,45-54,All races/ethnicities,Male,14,3.9,"363,205"
HIV diagnoses,2020 (COVID-19 Pandemic),Wisconsin,55,35-44,All races/ethnicities,Male,36,9.6,"375,980"
HIV diagnoses,2020 (COVID-19 Pandemic),Wisconsin,55,25-34,All races/ethnicities,Male,72,19,"378,371"
HIV diagnoses,2020 (COVID-19 Pandemic),Wisconsin,55,13-24,All races/ethnicities,Male,38,8,"475,700"
HIV diagnoses,2019,Wisconsin,55,55+,All races/ethnicities,Female,4,0.4,"966,988"
HIV diagnoses,2019,Wisconsin,55,45-54,All races/ethnicities,Female,8,2.2,"356,367"
HIV diagnoses,2019,Wisconsin,55,35-44,All races/ethnicities,Female,14,4,"352,622"
HIV diagnoses,2019,Wisconsin,55,25-34,All races/ethnicities,Female,9,2.5,"361,590"
HIV diagnoses,2019,Wisconsin,55,13-24,All races/ethnicities,Female,8,1.8,"449,442"
HIV diagnoses,2019,Wisconsin,55,55+,All races/ethnicities,Male,16,1.8,"871,107"
HIV diagnoses,2019,Wisconsin,55,45-54,All races/ethnicities,Male,19,5.3,"358,778"
HIV diagnoses,2019,Wisconsin,55,35-44,All races/ethnicities,Male,31,8.6,"361,110"
HIV diagnoses,2019,Wisconsin,55,25-34,All races/ethnicities,Male,62,16.3,"381,073"
HIV diagnoses,2019,Wisconsin,55,13-24,All races/ethnicities,Male,40,8.6,"467,803"
HIV diagnoses,2018,Wisconsin,55,55+,All races/ethnicities,Female,5,0.5,"949,271"
HIV diagnoses,2018,Wisconsin,55,45-54,All races/ethnicities,Female,5,1.4,"367,534"
HIV diagnoses,2018,Wisconsin,55,35-44,All races/ethnicities,Female,2,0.6,"347,855"
HIV diagnoses,2018,Wisconsin,55,25-34,All races/ethnicities,Female,11,3.1,"359,647"
HIV diagnoses,2018,Wisconsin,55,13-24,All races/ethnicities,Female,3,0.7,"452,269"
HIV diagnoses,2018,Wisconsin,55,55+,All races/ethnicities,Male,17,2,"853,539"
HIV diagnoses,2018,Wisconsin,55,45-54,All races/ethnicities,Male,25,6.8,"369,228"
HIV diagnoses,2018,Wisconsin,55,35-44,All races/ethnicities,Male,31,8.7,"356,635"
HIV diagnoses,2018,Wisconsin,55,25-34,All races/ethnicities,Male,64,16.9,"378,236"
HIV diagnoses,2018,Wisconsin,55,13-24,All races/ethnicities,Male,43,9.2,"469,822"
Gonorrhea,2021,Wyoming,56,55+,All races/ethnicities,Female,3,3.3,"90,517"
Gonorrhea,2021,Wyoming,56,45-54,All races/ethnicities,Female,6,19.5,"30,789"
Gonorrhea,2021,Wyoming,56,35-44,All races/ethnicities,Female,39,105.6,"36,946"
Gonorrhea,2021,Wyoming,56,25-34,All races/ethnicities,Female,96,271,"35,429"
Gonorrhea,2021,Wyoming,56,13-24,All races/ethnicities,Female,Data suppressed,Data suppressed,"44,177"
Gonorrhea,2021,Wyoming,56,55+,All races/ethnicities,Male,9,10.1,"88,828"
Gonorrhea,2021,Wyoming,56,45-54,All races/ethnicities,Male,13,38.7,"33,566"
Gonorrhea,2021,Wyoming,56,35-44,All races/ethnicities,Male,59,147.6,"39,986"
Gonorrhea,2021,Wyoming,56,25-34,All races/ethnicities,Male,100,262.2,"38,137"
Gonorrhea,2021,Wyoming,56,13-24,All races/ethnicities,Male,Data suppressed,Data suppressed,"48,299"
Gonorrhea,2020 (COVID-19 Pandemic),Wyoming,56,55+,All races/ethnicities,Female,1,1.1,"89,498"
Gonorrhea,2020 (COVID-19 Pandemic),Wyoming,56,45-54,All races/ethnicities,Female,8,26.1,"30,667"
Gonorrhea,2020 (COVID-19 Pandemic),Wyoming,56,35-44,All races/ethnicities,Female,31,85.6,"36,228"
Gonorrhea,2020 (COVID-19 Pandemic),Wyoming,56,25-34,All races/ethnicities,Female,55,153.8,"35,760"
Gonorrhea,2020 (COVID-19 Pandemic),Wyoming,56,13-24,All races/ethnicities,Female,Data suppressed,Data suppressed,"43,446"
Gonorrhea,2020 (COVID-19 Pandemic),Wyoming,56,55+,All races/ethnicities,Male,4,4.5,"88,024"
Gonorrhea,2020 (COVID-19 Pandemic),Wyoming,56,45-54,All races/ethnicities,Male,10,30,"33,379"
Gonorrhea,2020 (COVID-19 Pandemic),Wyoming,56,35-44,All races/ethnicities,Male,38,96.3,"39,453"
Gonorrhea,2020 (COVID-19 Pandemic),Wyoming,56,25-34,All races/ethnicities,Male,84,217,"38,713"
Gonorrhea,2020 (COVID-19 Pandemic),Wyoming,56,13-24,All races/ethnicities,Male,Data suppressed,Data suppressed,"47,765"
Gonorrhea,2019,Wyoming,56,55+,All races/ethnicities,Female,1,1.1,"90,862"
Gonorrhea,2019,Wyoming,56,45-54,All races/ethnicities,Female,11,35.4,"31,049"
Gonorrhea,2019,Wyoming,56,35-44,All races/ethnicities,Female,26,72.6,"35,803"
Gonorrhea,2019,Wyoming,56,25-34,All races/ethnicities,Female,85,231.2,"36,758"
Gonorrhea,2019,Wyoming,56,13-24,All races/ethnicities,Female,87,202.4,"42,980"
Gonorrhea,2019,Wyoming,56,55+,All races/ethnicities,Male,3,3.4,"87,071"
Gonorrhea,2019,Wyoming,56,45-54,All races/ethnicities,Male,16,48.8,"32,804"
Gonorrhea,2019,Wyoming,56,35-44,All races/ethnicities,Male,49,127.3,"38,482"
Gonorrhea,2019,Wyoming,56,25-34,All races/ethnicities,Male,109,274.7,"39,675"
Gonorrhea,2019,Wyoming,56,13-24,All races/ethnicities,Male,61,129.2,"47,214"
Gonorrhea,2018,Wyoming,56,55+,All races/ethnicities,Female,0,0,"89,358"
Gonorrhea,2018,Wyoming,56,45-54,All races/ethnicities,Female,0,0,"31,574"
Gonorrhea,2018,Wyoming,56,35-44,All races/ethnicities,Female,16,45.7,"35,021"
Gonorrhea,2018,Wyoming,56,25-34,All races/ethnicities,Female,60,160.7,"37,341"
Gonorrhea,2018,Wyoming,56,13-24,All races/ethnicities,Female,82,191.6,"42,800"
Gonorrhea,2018,Wyoming,56,55+,All races/ethnicities,Male,3,3.5,"85,838"
Gonorrhea,2018,Wyoming,56,45-54,All races/ethnicities,Male,7,21.1,"33,222"
Gonorrhea,2018,Wyoming,56,35-44,All races/ethnicities,Male,25,66.3,"37,715"
Gonorrhea,2018,Wyoming,56,25-34,All races/ethnicities,Male,73,180.8,"40,379"
Gonorrhea,2018,Wyoming,56,13-24,All races/ethnicities,Male,45,96,"46,877"
Chlamydia,2021,Wyoming,56,55+,All races/ethnicities,Female,1,1.1,"90,517"
Chlamydia,2021,Wyoming,56,45-54,All races/ethnicities,Female,10,32.5,"30,789"
Chlamydia,2021,Wyoming,56,35-44,All races/ethnicities,Female,50,135.3,"36,946"
Chlamydia,2021,Wyoming,56,25-34,All races/ethnicities,Female,319,900.4,"35,429"
Chlamydia,2021,Wyoming,56,13-24,All races/ethnicities,Female,988,2236.5,"44,177"
Chlamydia,2021,Wyoming,56,55+,All races/ethnicities,Male,11,12.4,"88,828"
Chlamydia,2021,Wyoming,56,45-54,All races/ethnicities,Male,19,56.6,"33,566"
Chlamydia,2021,Wyoming,56,35-44,All races/ethnicities,Male,67,167.6,"39,986"
Chlamydia,2021,Wyoming,56,25-34,All races/ethnicities,Male,206,540.2,"38,137"
Chlamydia,2021,Wyoming,56,13-24,All races/ethnicities,Male,396,819.9,"48,299"
Chlamydia,2020 (COVID-19 Pandemic),Wyoming,56,55+,All races/ethnicities,Female,3,3.4,"89,498"
Chlamydia,2020 (COVID-19 Pandemic),Wyoming,56,45-54,All races/ethnicities,Female,15,48.9,"30,667"
Chlamydia,2020 (COVID-19 Pandemic),Wyoming,56,35-44,All races/ethnicities,Female,53,146.3,"36,228"
Chlamydia,2020 (COVID-19 Pandemic),Wyoming,56,25-34,All races/ethnicities,Female,294,822.1,"35,760"
Chlamydia,2020 (COVID-19 Pandemic),Wyoming,56,13-24,All races/ethnicities,Female,958,2205,"43,446"
Chlamydia,2020 (COVID-19 Pandemic),Wyoming,56,55+,All races/ethnicities,Male,10,11.4,"88,024"
Chlamydia,2020 (COVID-19 Pandemic),Wyoming,56,45-54,All races/ethnicities,Male,12,36,"33,379"
Chlamydia,2020 (COVID-19 Pandemic),Wyoming,56,35-44,All races/ethnicities,Male,52,131.8,"39,453"
Chlamydia,2020 (COVID-19 Pandemic),Wyoming,56,25-34,All races/ethnicities,Male,220,568.3,"38,713"
Chlamydia,2020 (COVID-19 Pandemic),Wyoming,56,13-24,All races/ethnicities,Male,334,699.3,"47,765"
Chlamydia,2019,Wyoming,56,55+,All races/ethnicities,Female,1,1.1,"90,862"
Chlamydia,2019,Wyoming,56,45-54,All races/ethnicities,Female,17,54.8,"31,049"
Chlamydia,2019,Wyoming,56,35-44,All races/ethnicities,Female,64,178.8,"35,803"
Chlamydia,2019,Wyoming,56,25-34,All races/ethnicities,Female,315,857,"36,758"
Chlamydia,2019,Wyoming,56,13-24,All races/ethnicities,Female,Data suppressed,Data suppressed,"42,980"
Chlamydia,2019,Wyoming,56,55+,All races/ethnicities,Male,9,10.3,"87,071"
Chlamydia,2019,Wyoming,56,45-54,All races/ethnicities,Male,15,45.7,"32,804"
Chlamydia,2019,Wyoming,56,35-44,All races/ethnicities,Male,63,163.7,"38,482"
Chlamydia,2019,Wyoming,56,25-34,All races/ethnicities,Male,247,622.6,"39,675"
Chlamydia,2019,Wyoming,56,13-24,All races/ethnicities,Male,Data suppressed,Data suppressed,"47,214"
Chlamydia,2018,Wyoming,56,55+,All races/ethnicities,Female,1,1.1,"89,358"
Chlamydia,2018,Wyoming,56,45-54,All races/ethnicities,Female,15,47.5,"31,574"
Chlamydia,2018,Wyoming,56,35-44,All races/ethnicities,Female,55,157,"35,021"
Chlamydia,2018,Wyoming,56,25-34,All races/ethnicities,Female,281,752.5,"37,341"
Chlamydia,2018,Wyoming,56,13-24,All races/ethnicities,Female,"1,068",2495.3,"42,800"
Chlamydia,2018,Wyoming,56,55+,All races/ethnicities,Male,1,1.2,"85,838"
Chlamydia,2018,Wyoming,56,45-54,All races/ethnicities,Male,8,24.1,"33,222"
Chlamydia,2018,Wyoming,56,35-44,All races/ethnicities,Male,46,122,"37,715"
Chlamydia,2018,Wyoming,56,25-34,All races/ethnicities,Male,237,586.9,"40,379"
Chlamydia,2018,Wyoming,56,13-24,All races/ethnicities,Male,455,970.6,"46,877"
HIV diagnoses,2021,Wyoming,56,55+,All races/ethnicities,Female,0,0,"90,517"
HIV diagnoses,2021,Wyoming,56,45-54,All races/ethnicities,Female,0,0,"30,789"
HIV diagnoses,2021,Wyoming,56,35-44,All races/ethnicities,Female,0,0,"36,946"
HIV diagnoses,2021,Wyoming,56,25-34,All races/ethnicities,Female,0,0,"35,429"
HIV diagnoses,2021,Wyoming,56,13-24,All races/ethnicities,Female,1,2.3,"44,177"
HIV diagnoses,2021,Wyoming,56,55+,All races/ethnicities,Male,0,0,"88,828"
HIV diagnoses,2021,Wyoming,56,45-54,All races/ethnicities,Male,0,0,"33,566"
HIV diagnoses,2021,Wyoming,56,35-44,All races/ethnicities,Male,1,2.5,"39,986"
HIV diagnoses,2021,Wyoming,56,25-34,All races/ethnicities,Male,5,13.1,"38,137"
HIV diagnoses,2021,Wyoming,56,13-24,All races/ethnicities,Male,0,0,"48,299"
HIV diagnoses,2020 (COVID-19 Pandemic),Wyoming,56,55+,All races/ethnicities,Female,0,0,"89,498"
HIV diagnoses,2020 (COVID-19 Pandemic),Wyoming,56,45-54,All races/ethnicities,Female,1,3.3,"30,667"
HIV diagnoses,2020 (COVID-19 Pandemic),Wyoming,56,35-44,All races/ethnicities,Female,1,2.8,"36,228"
HIV diagnoses,2020 (COVID-19 Pandemic),Wyoming,56,25-34,All races/ethnicities,Female,0,0,"35,760"
HIV diagnoses,2020 (COVID-19 Pandemic),Wyoming,56,13-24,All races/ethnicities,Female,0,0,"43,446"
HIV diagnoses,2020 (COVID-19 Pandemic),Wyoming,56,55+,All races/ethnicities,Male,1,1.1,"88,024"
HIV diagnoses,2020 (COVID-19 Pandemic),Wyoming,56,45-54,All races/ethnicities,Male,1,3,"33,379"
HIV diagnoses,2020 (COVID-19 Pandemic),Wyoming,56,35-44,All races/ethnicities,Male,5,12.7,"39,453"
HIV diagnoses,2020 (COVID-19 Pandemic),Wyoming,56,25-34,All races/ethnicities,Male,5,12.9,"38,713"
HIV diagnoses,2020 (COVID-19 Pandemic),Wyoming,56,13-24,All races/ethnicities,Male,0,0,"47,765"
HIV diagnoses,2019,Wyoming,56,55+,All races/ethnicities,Female,0,0,"91,195"
HIV diagnoses,2019,Wyoming,56,45-54,All races/ethnicities,Female,0,0,"31,052"
HIV diagnoses,2019,Wyoming,56,35-44,All races/ethnicities,Female,1,2.8,"35,834"
HIV diagnoses,2019,Wyoming,56,25-34,All races/ethnicities,Female,0,0,"36,876"
HIV diagnoses,2019,Wyoming,56,13-24,All races/ethnicities,Female,0,0,"42,941"
HIV diagnoses,2019,Wyoming,56,55+,All races/ethnicities,Male,0,0,"87,565"
HIV diagnoses,2019,Wyoming,56,45-54,All races/ethnicities,Male,2,6.1,"32,883"
HIV diagnoses,2019,Wyoming,56,35-44,All races/ethnicities,Male,5,12.9,"38,631"
HIV diagnoses,2019,Wyoming,56,25-34,All races/ethnicities,Male,4,10,"40,101"
HIV diagnoses,2019,Wyoming,56,13-24,All races/ethnicities,Male,1,2.1,"47,211"
HIV diagnoses,2018,Wyoming,56,55+,All races/ethnicities,Female,0,0,"89,598"
HIV diagnoses,2018,Wyoming,56,45-54,All races/ethnicities,Female,0,0,"31,559"
HIV diagnoses,2018,Wyoming,56,35-44,All races/ethnicities,Female,0,0,"35,065"
HIV diagnoses,2018,Wyoming,56,25-34,All races/ethnicities,Female,1,2.7,"37,478"
HIV diagnoses,2018,Wyoming,56,13-24,All races/ethnicities,Female,0,0,"42,888"
HIV diagnoses,2018,Wyoming,56,55+,All races/ethnicities,Male,0,0,"86,111"
HIV diagnoses,2018,Wyoming,56,45-54,All races/ethnicities,Male,1,3,"33,274"
HIV diagnoses,2018,Wyoming,56,35-44,All races/ethnicities,Male,2,5.3,"37,854"
HIV diagnoses,2018,Wyoming,56,25-34,All races/ethnicities,Male,8,19.7,"40,695"
HIV diagnoses,2018,Wyoming,56,13-24,All races/ethnicities,Male,0,0,"46,994"
Gonorrhea,2021,American Samoa,60,55+,All races/ethnicities,Female,0,0,"4,241"
Gonorrhea,2021,American Samoa,60,45-54,All races/ethnicities,Female,1,36.5,"2,736"
Gonorrhea,2021,American Samoa,60,35-44,All races/ethnicities,Female,0,0,"2,546"
Gonorrhea,2021,American Samoa,60,25-34,All races/ethnicities,Female,0,0,"3,608"
Gonorrhea,2021,American Samoa,60,13-24,All races/ethnicities,Female,Data not available,Data not available,"4,875"
Gonorrhea,2021,American Samoa,60,55+,All races/ethnicities,Male,0,0,"3,895"
Gonorrhea,2021,American Samoa,60,45-54,All races/ethnicities,Male,0,0,"2,805"
Gonorrhea,2021,American Samoa,60,35-44,All races/ethnicities,Male,0,0,"2,484"
Gonorrhea,2021,American Samoa,60,25-34,All races/ethnicities,Male,1,30,"3,333"
Gonorrhea,2021,American Samoa,60,13-24,All races/ethnicities,Male,Data not available,Data not available,"4,982"
Gonorrhea,2020 (COVID-19 Pandemic),American Samoa,60,55+,All races/ethnicities,Female,0,0,"4,133"
Gonorrhea,2020 (COVID-19 Pandemic),American Samoa,60,45-54,All races/ethnicities,Female,0,0,"2,842"
Gonorrhea,2020 (COVID-19 Pandemic),American Samoa,60,35-44,All races/ethnicities,Female,0,0,"2,596"
Gonorrhea,2020 (COVID-19 Pandemic),American Samoa,60,25-34,All races/ethnicities,Female,3,83.3,"3,600"
Gonorrhea,2020 (COVID-19 Pandemic),American Samoa,60,13-24,All races/ethnicities,Female,Data not available,Data not available,"5,105"
Gonorrhea,2020 (COVID-19 Pandemic),American Samoa,60,55+,All races/ethnicities,Male,0,0,"3,812"
Gonorrhea,2020 (COVID-19 Pandemic),American Samoa,60,45-54,All races/ethnicities,Male,0,0,"2,877"
Gonorrhea,2020 (COVID-19 Pandemic),American Samoa,60,35-44,All races/ethnicities,Male,1,38.8,"2,577"
Gonorrhea,2020 (COVID-19 Pandemic),American Samoa,60,25-34,All races/ethnicities,Male,4,119.6,"3,344"
Gonorrhea,2020 (COVID-19 Pandemic),American Samoa,60,13-24,All races/ethnicities,Male,Data not available,Data not available,"5,197"
